Gender,AgeGroup,MonthlyIncome,LoanAmount,RepaymentStatus
1,4,18,369,X
0,2,36,500,X
0,2,28,457,X
0,1,12,497,X
0,3,23,997,X
0,2,121,156,T
0,3,27,364,X
0,1,8,480,X
0,1,10,354,X
1,3,22,436,X
0,2,41,225,X
0,3,23,242,X
1,2,30,283,X
0,4,44,221,X
1,3,71,675,X
0,4,48,919,X
0,4,29,199,X
1,1,17,125,X
0,3,20,225,X
1,1,10,118,X
0,2,46,475,X
0,2,40,208,X
0,3,46,323,X
1,3,42,88,T
0,4,197,254,T
1,3,69,374,X
1,1,7,282,X
0,1,20,295,X
0,4,47,117,T
0,3,77,444,X
0,1,6,497,X
0,3,21,265,X
0,2,27,276,X
1,1,10,143,X
1,4,55,481,X
0,1,19,332,X
1,1,20,328,X
0,1,11,483,X
1,3,60,153,T
0,1,5,75,X
1,4,55,289,X
1,3,35,410,X
1,4,32,310,X
1,2,166,192,T
1,4,23,846,X
0,4,58,296,X
0,4,23,134,X
1,4,41,176,T
1,4,45,413,X
1,1,14,142,X
0,3,31,481,X
0,2,36,183,X
1,4,45,295,X
1,1,10,50,T
0,4,38,435,X
0,1,6,263,X
0,4,22,91,T
0,2,24,52,T
0,2,20,88,T
1,4,39,346,X
0,4,32,476,X
1,3,43,293,X
1,1,17,103,X
0,1,7,71,X
1,1,9,210,X
0,3,35,262,X
0,2,38,314,X
0,2,44,436,X
1,3,52,499,X
1,3,70,457,X
1,2,27,445,X
1,4,29,428,X
0,4,23,213,X
1,2,30,366,X
0,3,30,416,X
1,2,47,204,T
0,2,29,497,X
0,3,32,240,X
0,1,7,197,X
1,3,35,494,X
0,1,20,255,X
1,2,21,423,X
0,2,21,418,X
0,4,33,114,T
1,4,47,80,T
1,3,76,498,X
1,3,68,147,T
0,4,196,449,T
0,1,12,193,X
1,4,41,430,X
1,1,11,382,X
1,4,50,254,X
0,1,18,149,X
0,1,13,81,X
0,2,19,69,T
1,2,38,85,T
0,1,20,236,X
0,4,34,282,X
1,2,45,297,X
1,1,8,463,X
1,2,34,432,X
0,4,28,308,X
1,3,69,319,T
0,2,44,429,X
0,4,35,154,T
0,1,19,438,X
0,1,6,461,X
0,1,8,124,X
1,2,46,119,T
1,2,30,294,X
0,4,24,396,X
1,4,56,383,X
0,2,26,112,T
0,4,49,346,X
0,1,14,178,X
0,2,32,293,X
0,2,39,330,X
1,1,19,170,X
1,1,8,138,X
1,3,27,419,X
1,3,30,384,X
1,4,42,375,X
0,1,118,356,T
1,3,80,140,T
0,4,43,197,T
0,1,16,449,X
0,2,17,433,X
0,1,14,261,X
0,4,23,115,T
1,1,10,165,X
1,4,24,385,X
0,3,77,165,T
1,3,69,212,T
1,3,20,154,X
1,4,47,383,X
0,3,20,336,X
1,2,33,387,X
0,1,12,489,X
0,4,20,309,X
1,1,8,437,X
1,3,28,106,T
1,2,19,233,X
0,3,44,137,T
0,3,26,53,T
1,1,9,64,X
0,1,11,315,X
1,3,44,326,X
0,3,37,212,X
1,2,33,186,X
0,2,18,335,X
1,3,53,301,X
1,2,46,380,X
1,3,103,415,T
0,3,76,73,T
1,1,11,254,X
1,3,38,76,T
1,1,10,390,X
0,2,27,380,X
1,2,48,353,X
1,3,73,282,T
1,3,80,157,T
1,4,57,104,T
0,3,64,324,X
0,2,16,693,X
0,4,127,386,T
0,3,77,387,X
1,3,79,486,X
1,2,38,433,X
1,2,20,183,X
0,4,18,93,X
0,4,21,467,X
0,3,30,452,X
0,2,29,344,X
0,4,23,247,X
0,2,17,414,X
0,4,56,124,T
0,2,33,105,T
1,4,57,365,X
0,4,55,805,X
1,4,42,426,X
1,1,20,117,X
0,2,28,189,X
1,4,22,222,X
0,2,17,386,X
0,1,7,156,X
1,2,15,314,X
0,3,32,69,T
0,1,10,264,X
0,2,29,236,X
0,1,6,58,X
1,3,48,189,T
1,4,25,431,X
1,1,11,324,X
0,2,28,183,X
1,2,16,347,X
0,2,28,312,X
0,2,33,144,T
1,3,182,146,T
0,3,57,110,T
1,2,17,448,X
1,1,5,173,X
0,1,15,351,X
1,3,80,216,T
0,2,45,144,T
0,1,11,318,X
1,4,53,102,T
0,4,58,221,T
0,2,18,132,X
0,1,18,293,X
1,2,25,275,X
0,1,12,498,X
1,2,33,280,X
0,4,59,163,T
0,2,41,143,T
0,3,21,123,X
0,3,36,200,X
0,3,36,466,X
0,4,59,394,X
1,1,105,229,T
0,3,23,369,X
0,2,33,95,T
1,3,70,100,T
1,4,21,148,X
0,1,19,473,X
1,3,63,276,T
0,4,25,80,T
1,4,142,311,T
0,3,70,141,T
0,2,16,249,X
0,3,63,173,T
0,1,13,363,X
0,2,27,326,X
1,2,23,178,X
0,3,21,409,X
1,3,20,172,X
1,2,37,166,T
0,1,9,172,X
0,3,51,357,X
1,2,43,187,T
1,3,66,237,T
1,4,27,442,X
1,3,49,257,X
1,4,60,224,T
0,2,48,818,X
1,1,11,324,X
0,3,46,298,X
1,2,35,217,X
0,2,32,313,X
1,4,16,991,X
0,4,40,184,T
1,4,25,208,X
0,2,49,495,X
0,4,37,261,X
1,3,71,118,T
0,3,31,255,X
0,1,8,300,X
1,2,48,310,X
1,2,41,300,X
0,2,47,688,X
1,2,16,52,T
1,1,13,366,X
0,4,33,437,X
1,3,54,173,T
1,3,59,159,T
1,4,41,271,X
1,2,190,200,T
0,3,50,328,X
0,3,21,337,X
0,4,28,232,X
0,2,36,97,T
0,2,37,117,T
0,4,28,396,X
1,4,27,442,X
1,3,28,438,X
0,1,20,362,X
1,4,22,73,T
1,1,5,223,X
0,4,15,165,X
0,1,12,441,X
0,3,44,289,X
1,2,34,243,X
0,2,34,413,X
0,3,21,453,X
1,4,49,415,X
1,2,33,177,X
1,3,74,324,T
0,2,28,311,X
0,1,6,64,X
1,1,17,369,X
1,2,20,347,X
1,1,8,93,X
0,3,78,138,T
1,3,24,375,X
1,2,133,92,T
0,2,22,171,X
1,4,166,403,T
1,1,9,64,X
0,2,133,143,T
0,1,20,233,X
1,1,19,287,X
1,4,41,375,X
1,2,29,76,T
1,2,22,329,X
1,4,36,945,X
0,3,70,439,X
0,2,39,384,X
0,2,24,99,T
1,1,10,404,X
1,4,24,495,X
0,2,22,324,X
0,1,14,480,X
1,1,190,281,T
1,3,64,235,T
0,3,22,437,X
1,1,11,390,X
1,1,7,330,X
1,2,30,280,X
1,3,79,95,T
1,4,33,292,X
1,1,9,304,X
0,2,33,216,X
0,2,39,85,T
1,4,42,150,T
1,2,40,483,X
1,2,42,238,X
0,4,29,494,X
1,4,17,355,X
0,1,12,72,X
0,3,63,130,T
1,3,80,313,T
1,2,21,386,X
0,3,56,170,T
1,2,28,364,X
1,4,21,469,X
1,3,43,499,X
1,1,6,449,X
1,2,44,132,T
0,4,45,443,X
0,4,51,432,X
1,1,17,212,X
0,1,8,280,X
0,3,71,185,T
1,2,35,445,X
0,1,18,110,X
1,1,15,157,X
0,1,16,157,X
0,4,38,160,T
1,3,24,115,T
0,3,56,162,T
1,4,23,410,X
0,2,33,217,X
0,4,24,194,X
1,3,59,385,X
1,1,8,487,X
1,4,26,340,X
1,1,5,147,X
1,2,39,115,T
1,3,62,224,T
0,4,44,324,X
1,2,47,288,X
0,1,12,920,X
1,1,10,242,X
1,4,49,87,T
1,3,71,226,T
0,4,45,977,X
0,4,33,323,X
1,4,46,132,T
0,3,72,478,X
0,3,123,274,T
0,2,187,500,T
0,3,54,423,X
0,4,30,301,X
0,3,38,420,X
0,3,71,181,T
1,1,19,266,X
0,3,67,418,X
1,2,44,375,X
1,2,24,155,X
1,1,16,195,X
0,1,104,319,T
1,4,39,338,X
0,3,67,699,X
0,4,169,114,T
0,3,57,162,T
1,1,117,474,T
0,1,19,270,X
1,2,48,296,X
0,1,18,286,X
1,4,27,158,X
0,4,60,165,T
0,2,43,313,X
0,4,33,818,X
1,1,17,394,X
0,3,30,150,T
1,4,46,315,X
1,3,78,190,T
0,3,46,463,X
1,3,45,166,T
0,1,19,283,X
1,2,26,372,X
0,2,39,448,X
1,3,73,64,T
0,3,39,178,T
1,3,66,156,T
0,1,20,239,X
0,2,24,320,X
1,3,27,93,T
0,4,52,219,T
1,4,16,350,X
0,4,49,311,X
0,1,9,969,X
1,3,30,325,X
1,1,18,389,X
1,2,32,150,T
1,1,6,498,X
0,1,16,135,X
0,4,21,144,X
0,1,7,76,X
0,2,141,283,T
1,1,17,436,X
0,4,38,389,X
1,4,51,430,X
1,4,47,76,T
0,1,13,243,X
0,4,43,289,X
1,1,20,362,X
0,1,5,233,X
0,2,18,463,X
1,4,59,162,T
0,3,52,452,X
0,1,13,187,X
1,1,8,420,X
0,1,15,115,X
1,1,5,361,X
0,4,50,315,X
1,3,40,368,X
0,4,53,222,T
0,2,47,223,T
0,2,41,147,T
0,2,46,181,T
1,2,22,298,X
1,3,47,282,X
1,2,35,393,X
0,4,32,251,X
1,3,42,196,T
1,3,55,223,T
0,3,39,209,X
0,1,7,454,X
0,1,7,123,X
1,4,33,264,X
0,1,20,170,X
1,4,34,246,X
0,3,63,177,T
1,1,9,296,X
1,1,15,161,X
0,1,18,425,X
0,1,7,317,X
0,1,119,83,T
1,2,38,349,X
1,4,17,134,X
1,1,19,193,X
1,2,35,382,X
0,4,180,283,T
0,3,36,386,X
0,2,18,387,X
0,2,33,237,X
1,2,27,67,T
1,3,114,50,T
0,4,54,197,T
0,3,40,142,T
1,1,6,364,X
1,4,50,500,X
0,4,29,280,X
1,2,39,403,X
1,2,18,284,X
1,2,15,277,X
0,3,139,485,T
1,3,69,300,T
1,3,43,142,T
1,3,64,100,T
0,4,33,261,X
1,4,41,209,X
1,2,16,97,X
1,4,53,467,X
0,4,43,145,T
1,1,6,327,X
1,4,115,259,T
1,1,13,218,X
0,4,57,139,T
1,3,42,189,T
0,2,48,478,X
0,2,36,265,X
0,4,51,470,X
1,3,77,438,X
0,1,7,164,X
1,2,47,382,X
0,4,29,573,X
1,4,153,344,T
1,1,13,457,X
1,4,17,334,X
1,1,19,297,X
1,1,10,77,X
1,4,22,393,X
0,2,43,398,X
1,2,40,368,X
0,1,20,157,X
0,3,72,386,X
1,4,20,210,X
0,1,9,456,X
0,4,41,359,X
0,3,35,56,T
0,3,60,330,X
0,4,36,162,T
0,2,21,166,X
0,2,39,88,T
0,1,5,829,X
0,3,46,417,X
0,2,31,169,X
0,2,43,427,X
1,2,47,454,X
0,3,80,314,T
1,3,51,364,X
1,4,23,328,X
0,3,27,428,X
1,4,15,211,X
1,4,31,243,X
0,4,48,151,T
0,4,19,155,X
1,1,18,330,X
0,4,21,267,X
1,3,73,136,T
1,2,37,266,X
0,2,29,196,X
0,3,79,421,X
1,2,36,173,T
0,1,188,435,T
1,2,31,72,T
0,1,5,265,X
1,4,34,353,X
1,3,69,478,X
0,3,54,441,X
1,4,56,246,T
0,4,52,485,X
1,4,16,77,T
1,4,39,187,T
0,1,11,341,X
1,4,52,403,X
0,1,7,299,X
1,2,48,319,X
1,3,36,398,X
1,4,160,115,T
0,1,20,895,X
1,2,47,492,X
0,3,53,295,X
0,4,26,107,T
1,1,148,133,T
0,1,9,205,X
0,4,53,145,T
0,2,49,419,X
1,1,9,986,X
1,4,48,283,X
1,3,69,592,X
0,4,106,97,T
0,2,21,444,X
1,2,16,458,X
0,2,20,143,X
1,1,13,207,X
1,3,132,265,T
1,1,16,296,X
1,4,43,335,X
0,2,24,335,X
1,2,49,327,X
1,2,31,397,X
1,4,40,205,X
0,1,101,72,T
1,4,56,242,T
1,3,59,367,X
1,4,19,88,T
1,1,12,215,X
0,4,55,142,T
1,4,49,447,X
1,2,49,156,T
0,4,60,492,X
0,2,16,205,X
0,1,156,254,T
1,4,42,304,X
0,1,5,443,X
1,1,17,170,X
1,2,16,346,X
1,1,11,184,X
0,3,58,204,T
0,1,15,56,T
0,2,24,263,X
1,2,18,119,X
1,4,57,839,X
1,4,32,198,X
1,1,14,495,X
0,2,38,357,X
0,4,40,403,X
1,1,17,166,X
1,2,38,399,X
1,4,15,438,X
0,2,133,206,T
1,1,11,245,X
0,4,59,52,T
1,1,9,235,X
0,1,147,372,T
1,3,62,225,T
0,2,28,201,X
0,2,27,149,X
0,4,15,404,X
1,1,15,172,X
0,3,50,75,T
1,3,20,418,X
0,3,79,474,X
1,1,16,104,X
1,3,26,291,X
1,2,45,81,T
1,2,47,216,T
1,1,13,392,X
1,4,43,414,X
0,2,32,354,X
0,1,18,278,X
1,2,33,198,X
0,4,15,306,X
1,1,6,364,X
1,3,45,451,X
1,2,34,478,X
0,2,49,183,T
0,4,57,105,T
0,4,41,269,X
0,4,36,331,X
0,2,18,284,X
1,2,34,192,X
1,3,57,314,X
1,4,163,73,T
1,4,53,466,X
1,4,40,95,T
1,4,45,467,X
0,1,5,497,X
0,2,19,247,X
1,1,10,317,X
1,3,136,380,T
1,2,49,288,X
1,2,185,84,T
1,4,51,498,X
0,3,40,356,X
0,4,188,405,T
0,2,34,254,X
1,1,20,75,T
0,1,13,429,X
1,3,33,175,X
1,3,37,416,X
0,4,46,92,T
1,2,31,469,X
0,4,52,458,X
1,4,28,330,X
0,2,42,292,X
0,1,14,284,X
0,4,31,327,X
0,4,46,67,T
1,4,39,479,X
1,3,46,131,T
0,1,9,335,X
1,2,16,120,X
0,1,16,155,X
0,4,48,312,X
1,3,40,190,T
0,3,63,361,X
1,1,8,254,X
0,2,38,90,T
0,2,23,278,X
0,2,36,198,X
0,1,19,386,X
0,2,49,320,X
1,2,15,213,X
1,3,80,90,T
1,3,43,266,X
1,4,24,203,X
1,3,74,340,T
0,4,122,173,T
0,1,11,281,X
1,2,20,320,X
1,1,19,454,X
1,4,15,101,X
0,4,53,116,T
0,4,170,152,T
1,1,18,483,X
1,2,48,101,T
1,2,34,462,X
0,2,27,296,X
1,2,16,460,X
1,3,69,447,X
0,1,7,470,X
1,4,52,284,X
0,3,149,104,T
0,1,20,267,X
0,2,33,407,X
1,4,30,199,X
1,2,20,102,X
1,3,36,455,X
1,3,26,212,X
0,4,36,189,X
0,2,50,231,T
0,4,54,351,X
0,4,31,212,X
0,1,5,102,X
0,4,23,476,X
0,3,21,493,X
1,2,36,80,T
0,3,46,437,X
0,4,28,490,X
1,1,176,137,T
0,3,36,298,X
0,2,19,481,X
1,1,12,179,X
0,2,35,435,X
1,2,133,102,T
1,3,32,420,X
1,4,58,474,X
1,1,7,495,X
0,3,59,409,X
0,3,53,220,T
0,4,39,449,X
0,1,14,390,X
0,4,50,122,T
1,1,5,87,X
1,3,58,87,T
0,3,37,422,X
0,4,35,50,T
1,4,19,330,X
0,4,55,375,X
1,2,46,415,X
0,3,50,376,X
1,2,26,194,X
0,2,47,217,T
0,2,49,398,X
1,2,32,466,X
1,4,56,392,X
1,2,40,262,X
0,2,43,75,T
1,4,158,232,T
1,1,5,147,X
1,2,22,361,X
1,3,26,319,X
1,4,41,189,T
1,4,55,124,T
0,4,54,339,X
1,4,56,349,X
0,4,15,428,X
1,1,11,218,X
0,1,13,255,X
1,2,42,94,T
0,3,31,460,X
0,3,33,296,X
1,4,46,409,X
1,4,56,426,X
1,1,11,426,X
1,2,43,129,T
0,2,23,366,X
1,1,7,424,X
1,3,65,446,X
0,4,47,84,T
1,2,36,397,X
0,2,41,312,X
1,4,38,330,X
1,4,27,367,X
1,3,71,349,T
0,1,6,290,X
1,1,12,158,X
0,1,13,319,X
0,3,61,222,T
1,3,29,452,X
0,3,55,248,T
0,2,31,390,X
1,3,111,136,T
1,3,21,124,X
0,3,31,263,X
0,3,40,168,T
1,3,20,147,X
1,4,56,408,X
0,4,36,280,X
0,2,29,288,X
1,2,50,231,T
1,2,25,74,T
0,1,12,264,X
0,2,49,69,T
1,2,22,67,T
1,1,19,330,X
1,4,32,492,X
1,1,13,287,X
0,4,16,393,X
1,2,37,250,X
1,3,64,809,X
1,1,11,155,X
0,3,26,67,T
1,2,34,377,X
1,1,8,207,X
1,2,17,310,X
0,4,36,264,X
0,3,31,78,T
1,4,25,165,X
0,1,15,138,X
1,2,19,319,X
1,4,22,195,X
0,4,42,304,X
1,1,10,82,X
0,4,26,223,X
0,1,7,63,X
0,4,21,208,X
1,3,20,339,X
1,4,51,384,X
0,2,38,63,T
1,4,29,698,X
1,1,19,336,X
1,1,14,173,X
0,1,8,75,X
0,2,147,68,T
0,3,77,267,T
0,2,37,186,X
0,2,33,483,X
0,2,21,288,X
1,2,39,271,X
1,3,42,73,T
0,3,61,79,T
0,1,11,293,X
1,1,17,247,X
0,2,42,117,T
1,4,39,417,X
1,2,15,417,X
0,4,47,424,X
1,4,30,68,T
0,2,48,496,X
0,1,14,457,X
0,4,29,334,X
1,4,35,214,X
0,2,41,259,X
0,2,27,456,X
0,3,174,254,T
0,3,44,346,X
1,3,52,182,T
1,2,45,302,X
1,4,33,985,X
0,4,25,54,T
0,4,46,482,X
1,3,78,104,T
1,4,26,75,T
1,3,23,349,X
0,2,20,371,X
1,4,47,80,T
0,2,32,117,T
0,2,24,63,T
0,2,25,65,T
0,3,23,97,T
1,2,49,990,X
0,4,59,419,X
0,4,59,371,X
1,2,24,354,X
1,1,20,358,X
0,2,16,240,X
0,1,17,288,X
0,3,37,247,X
1,4,146,383,T
0,4,32,339,X
1,1,18,378,X
1,3,45,444,X
1,2,26,94,T
0,2,39,213,X
0,4,52,322,X
1,2,49,284,X
0,1,15,488,X
0,4,58,74,T
1,3,20,440,X
0,4,44,179,T
1,3,72,362,X
0,3,45,402,X
1,2,40,497,X
0,3,22,72,T
0,1,13,198,X
1,1,10,267,X
1,3,36,436,X
0,3,65,468,X
0,3,59,497,X
1,4,29,162,X
1,2,46,478,X
0,3,34,226,X
1,3,156,53,T
1,4,53,328,X
1,2,49,178,T
0,2,31,159,X
0,1,11,363,X
1,4,123,149,T
0,3,67,117,T
0,2,34,271,X
0,4,47,304,X
1,2,34,462,X
1,1,13,426,X
0,1,5,62,X
0,4,52,355,X
1,2,28,462,X
0,4,27,223,X
0,3,63,499,X
0,4,43,116,T
0,3,45,288,X
1,2,22,491,X
0,4,21,80,T
1,3,75,179,T
0,2,34,196,X
0,3,26,64,T
0,1,20,118,X
0,1,12,143,X
1,3,53,331,X
0,4,17,163,X
1,3,62,395,X
1,1,11,322,X
0,3,46,485,X
0,4,15,219,X
1,4,169,471,T
0,4,19,344,X
1,3,50,353,X
0,4,40,476,X
0,2,38,402,X
0,2,25,144,X
0,3,42,776,X
0,2,34,111,T
0,2,43,279,X
0,1,19,60,T
0,3,39,972,X
0,2,45,352,X
1,3,77,245,T
0,1,15,471,X
0,4,51,76,T
0,3,40,401,X
0,3,49,269,X
0,3,33,60,T
1,1,104,401,T
0,1,15,323,X
1,1,11,119,X
1,2,44,453,X
1,2,21,965,X
0,2,134,72,T
1,3,35,123,T
0,1,11,71,X
0,3,66,364,X
1,1,7,439,X
1,3,37,493,X
1,2,42,337,X
0,3,20,304,X
0,2,18,238,X
0,3,70,363,X
1,1,15,361,X
0,2,48,469,X
0,2,49,202,T
0,1,17,482,X
1,4,26,131,X
1,3,36,113,T
1,2,48,235,T
0,2,45,229,X
1,1,5,196,X
1,4,57,334,X
0,4,30,184,X
0,2,41,367,X
0,2,34,346,X
1,3,47,260,X
0,4,44,156,T
1,3,79,346,T
1,3,46,444,X
1,1,6,127,X
0,2,31,982,X
1,4,16,91,X
1,1,20,448,X
0,1,16,76,T
0,3,159,199,T
0,1,198,395,T
1,2,38,109,T
0,4,38,389,X
1,3,44,150,T
0,4,31,243,X
0,3,37,475,X
0,4,20,188,X
1,3,21,450,X
1,2,27,484,X
1,3,70,150,T
0,3,60,418,X
0,1,19,190,X
1,2,25,205,X
0,3,80,311,T
0,1,7,289,X
1,2,43,355,X
1,1,14,451,X
1,4,32,328,X
1,3,55,472,X
0,3,39,126,T
1,2,25,111,T
0,3,62,497,X
1,2,27,291,X
1,2,39,147,T
0,2,45,196,T
1,3,67,476,X
0,1,5,405,X
1,3,109,366,T
0,3,53,182,T
0,2,50,141,T
0,1,9,227,X
1,3,33,416,X
1,4,33,69,T
1,2,50,392,X
1,3,75,148,T
0,4,45,59,T
1,4,24,369,X
0,4,56,245,T
0,3,69,195,T
1,4,44,270,X
1,2,40,320,X
1,2,18,306,X
1,3,70,343,T
0,3,31,443,X
1,4,29,215,X
0,4,55,123,T
0,3,47,291,X
0,4,19,423,X
0,3,63,147,T
1,4,58,473,X
0,3,59,372,X
0,1,108,386,T
0,4,18,448,X
1,2,30,119,T
0,4,48,136,T
1,4,43,476,X
1,4,49,297,X
1,1,12,84,X
1,1,5,387,X
0,1,18,432,X
1,1,16,464,X
1,3,68,364,X
0,3,125,104,T
1,2,15,264,X
1,3,25,203,X
0,3,67,402,X
1,4,45,174,T
0,2,45,424,X
1,3,43,488,X
0,3,64,273,T
1,2,38,442,X
1,4,35,169,T
1,2,18,451,X
0,2,31,394,X
1,4,57,441,X
0,1,5,75,X
1,1,10,196,X
0,4,40,142,T
1,2,44,725,X
0,2,28,460,X
0,4,16,215,X
1,4,21,71,T
0,2,33,310,X
1,1,152,353,T
0,1,11,402,X
1,3,70,104,T
1,4,18,298,X
1,4,47,82,T
0,4,34,138,T
1,1,11,238,X
1,2,41,263,X
0,4,21,331,X
0,4,25,424,X
1,3,49,459,X
0,1,5,81,X
1,3,49,500,X
1,2,21,159,X
1,3,37,277,X
0,1,14,394,X
1,1,18,327,X
1,3,78,65,T
1,4,48,269,X
1,2,43,488,X
1,2,24,194,X
0,1,6,111,X
0,4,26,377,X
1,1,17,379,X
0,3,39,461,X
0,2,29,201,X
1,1,17,180,X
0,3,77,145,T
1,2,17,444,X
1,3,74,78,T
1,4,55,287,X
0,1,7,382,X
1,4,17,138,X
1,4,33,441,X
0,4,46,460,X
0,4,18,349,X
1,1,10,428,X
0,3,63,480,X
1,2,41,294,X
1,3,20,341,X
1,2,43,475,X
0,4,25,172,X
1,3,29,496,X
0,1,10,497,X
0,4,27,309,X
1,4,48,166,T
1,4,19,174,X
1,3,30,216,X
0,2,39,343,X
1,1,16,111,X
0,2,44,424,X
1,1,13,306,X
0,3,47,199,T
1,1,13,417,X
1,1,14,204,X
1,4,28,414,X
0,1,14,401,X
1,1,6,389,X
1,2,18,416,X
1,4,53,318,X
0,4,30,465,X
0,2,50,193,T
1,4,25,500,X
1,3,69,483,X
1,2,32,328,X
0,1,9,814,X
0,4,60,339,X
1,1,17,138,X
1,3,68,878,X
1,1,10,224,X
0,3,35,101,T
1,3,48,261,X
0,1,8,369,X
0,3,24,492,X
0,2,50,69,T
0,3,70,411,X
1,2,15,289,X
0,1,9,313,X
1,2,47,172,T
1,2,49,61,T
0,3,28,217,X
0,1,14,137,X
1,1,20,188,X
1,4,55,322,X
0,3,30,233,X
0,4,54,266,T
0,3,62,424,X
1,1,6,358,X
1,2,47,252,X
0,2,35,336,X
0,4,173,497,T
0,3,30,322,X
0,4,29,412,X
0,4,38,252,X
0,1,13,451,X
1,3,32,402,X
0,1,130,411,T
0,1,12,199,X
1,3,31,349,X
1,2,19,93,T
0,1,8,470,X
0,3,50,101,T
0,2,23,398,X
0,3,65,399,X
1,1,14,90,X
0,3,80,74,T
0,3,25,261,X
0,4,19,425,X
1,4,30,143,T
1,1,12,460,X
0,1,7,272,X
0,2,45,109,T
0,4,56,456,X
1,2,24,298,X
1,4,54,67,T
0,2,44,160,T
0,4,51,195,T
1,2,36,277,X
0,3,114,445,T
1,1,5,61,X
0,4,30,485,X
0,1,153,68,T
0,3,35,499,X
0,3,68,174,T
1,1,20,252,X
1,2,23,61,T
0,1,13,202,X
0,3,40,481,X
0,1,8,380,X
0,4,57,240,T
0,3,63,331,X
1,2,42,360,X
0,4,54,437,X
0,1,6,383,X
0,2,20,401,X
1,3,28,215,X
0,3,68,295,T
0,2,15,115,X
0,2,16,281,X
0,1,11,117,X
1,2,45,188,T
1,3,36,110,T
1,1,14,184,X
1,1,19,201,X
1,2,21,173,X
0,2,47,364,X
0,3,25,789,X
0,1,5,419,X
1,2,44,341,X
0,3,42,419,X
1,3,45,180,T
1,4,37,263,X
1,3,44,133,T
1,1,12,154,X
0,2,26,207,X
1,3,78,213,T
1,2,39,56,T
1,3,36,202,X
0,1,18,311,X
1,1,8,783,X
1,2,33,122,T
1,3,50,202,T
0,4,18,170,X
0,4,44,158,T
0,3,78,293,T
1,4,60,458,X
1,2,25,466,X
1,3,68,418,X
0,4,31,474,X
0,3,48,488,X
1,3,27,137,X
0,1,20,117,X
0,4,55,285,X
1,4,24,476,X
1,1,14,72,X
0,1,7,343,X
1,2,48,68,T
1,2,106,424,T
1,1,10,313,X
1,1,16,222,X
1,2,20,428,X
0,4,51,286,X
1,4,51,491,X
0,4,45,353,X
1,3,53,343,X
0,2,36,750,X
0,2,49,182,T
0,4,24,174,X
1,4,199,133,T
1,2,18,291,X
0,2,20,158,X
0,2,28,265,X
0,4,54,172,T
1,4,54,432,X
0,2,39,895,X
1,1,13,122,X
0,3,45,155,T
1,2,198,769,T
1,3,24,280,X
1,4,49,347,X
1,4,22,351,X
0,4,15,339,X
0,3,24,113,T
1,4,46,82,T
0,2,48,371,X
0,4,34,288,X
1,3,24,141,X
0,3,127,105,T
0,1,7,75,X
0,2,39,379,X
0,3,35,476,X
1,4,44,192,T
0,4,54,350,X
0,1,10,430,X
1,3,38,455,X
1,1,15,683,X
0,4,47,165,T
0,1,13,188,X
0,2,26,106,T
1,3,27,88,T
0,4,19,332,X
0,2,16,543,X
1,1,127,290,T
0,3,68,669,X
1,3,48,134,T
0,1,10,74,X
1,4,25,294,X
1,2,46,439,X
1,4,25,63,T
0,3,38,323,X
1,1,11,391,X
0,1,10,426,X
1,2,18,330,X
0,1,6,694,X
1,1,6,84,X
0,2,49,249,X
1,1,5,218,X
0,3,40,484,X
1,1,116,53,T
1,2,39,227,X
1,4,37,335,X
0,3,26,446,X
0,1,7,439,X
0,2,45,127,T
0,3,33,137,T
1,1,14,247,X
1,2,46,405,X
0,3,45,361,X
0,2,29,214,X
1,2,31,182,X
1,2,17,187,X
1,4,39,456,X
0,3,63,252,T
0,2,31,273,X
1,1,17,129,X
1,3,21,67,T
1,4,28,223,X
0,4,49,126,T
1,1,6,392,X
1,3,79,266,T
0,4,32,229,X
0,1,12,267,X
0,4,195,119,T
0,3,54,366,X
0,4,19,202,X
0,2,46,270,X
1,4,58,463,X
1,1,16,282,X
1,4,31,725,X
1,2,34,369,X
1,4,51,113,T
0,2,46,216,T
0,1,8,53,X
1,1,10,314,X
0,2,190,198,T
1,1,19,100,X
0,3,61,317,X
1,1,15,468,X
0,3,24,408,X
0,2,40,388,X
1,2,28,109,T
1,2,41,264,X
0,4,46,281,X
0,2,20,178,X
1,4,48,52,T
1,1,8,226,X
1,3,36,152,T
1,1,10,415,X
1,4,18,70,T
1,2,23,420,X
1,2,28,242,X
0,3,41,455,X
1,2,23,300,X
1,4,32,226,X
0,2,24,280,X
0,2,36,177,T
1,1,12,200,X
0,4,28,130,T
1,3,77,319,T
1,3,66,383,X
1,1,15,401,X
0,3,22,449,X
1,4,18,456,X
0,1,6,227,X
1,2,40,400,X
1,1,19,408,X
1,3,199,373,T
1,2,36,98,T
1,3,40,481,X
1,4,29,355,X
0,1,6,180,X
1,2,37,93,T
0,3,79,404,X
1,2,104,465,T
0,1,14,488,X
1,1,6,371,X
1,3,28,182,X
0,4,18,317,X
0,3,24,377,X
1,4,113,428,T
1,4,42,387,X
1,2,46,393,X
0,3,146,137,T
1,4,59,385,X
1,2,26,453,X
0,1,12,444,X
0,3,42,408,X
0,3,39,491,X
0,1,20,85,T
0,2,26,233,X
0,2,18,156,X
0,2,20,309,X
0,1,5,124,X
1,2,18,161,X
0,4,18,167,X
1,3,22,111,X
1,2,30,413,X
0,3,41,200,T
1,3,61,363,X
1,4,60,123,T
